Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
CNET,Common Stock,ZW Data Action Technologies Inc,"ZW Data Action Technologies Inc. provides omnichannel advertising, precision marketing, and data analytics management systems in the People's Republic of China. The company is headquartered in Beijing, the People's Republic of China.",1376321,NASDAQ,USD,China,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","NO.3 MIN ZHUANG ROAD, BUILDING 6,, YU QUAN HUI GU TUSPARK,, HAIDIAN DISTRICT, BEIJING,, CHINA",December,2022-03-31,18440100,-5190000,None,0,0.649,0,0,-0.073,1.546,-0.0475,-0.275,-0.305,-0.137,46151000,632000,-0.073,0,-0.033,27.7,-,-,0.4,0.878,0.303,-,1.503,2.4,0.456,0.676,1.108,35427700,2016-08-19,None
CNVY,Common Stock,Convey Holding Parent Inc.,None,1787640,NYSE,USD,USA,LIFE SCIENCES,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC","100 SE 3RD AVENUE, 26TH FLOOR, FT. LAUDERDALE, FL, US",December,2021-12-31,383538000,49649000,None,None,7.35,0,0,-0.15,4.987,-0.0296,0.0612,0.0154,-0.0198,337596000,142275000,-0.15,-0.955,0.117,11.83,-,18.45,1.136,0.803,1.729,15.69,None,14.29,4.85,5.94,7.4,73194000,None,None
CNXC,Common Stock,Concentrix Corporation,"Concentrix Corporation offers global technology customer experience solutions. The company is headquartered in Fremont, California.",1803599,NASDAQ,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","44111 NOBEL DRIVE, FREMONT, CA, US",November,2022-02-28,8051909000,852038000,18.95,0.732,52.88,0.5,0.0065,8.1,112.09,0.074,0.099,0.0603,0.167,5769789000,1969488000,8.1,0.233,0.135,211,18.95,12.44,1.395,2.898,1.754,11.45,None,208.48,140.99,181.28,176.58,52469000,2022-05-10,2022-04-28
CNXN,Common Stock,PC Connection Inc,"PC Connection, Inc., provides a range of information technology (IT) solutions. The company is headquartered in Merrimack, New Hampshire.",1050377,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-CATALOG & MAIL-ORDER HOUSES,"ROUTE 101A, 730 MILFORD RD, MERRIMACK, NH, US",December,2021-12-31,1326245000,108719000,18.65,0.62,26.0,0,0,2.65,110.42,0.0242,0.0334,0.0575,0.106,2892595000,464579000,2.65,0.37,0.184,62,18.65,-,0.459,1.926,0.421,11.19,0.655,54.79,40.08,51.27,46.69,26267000,2021-12-03,2021-11-17
COIN,Common Stock,Coinbase Global Inc,"Coinbase Global, Inc. provides financial infrastructure and technology for the crypto economy. The company is headquartered in Wilmington, Delaware.",1679788,NASDAQ,USD,USA,FINANCE,FINANCE SERVICES,"C/O THE CORPORATION TRUST COMPANY, 1209 ORANGE STREET, WILMINGTON, DE, US",December,2021-12-31,32095846000,4533925000,8.45,1.53,29.39,0,0,14.5,44.2,0.462,0.57,0.206,0.917,7837303000,7837303000,14.5,3.27,3.271,288.33,8.45,60.24,4.095,4.574,3.247,8.11,None,368.9,121.98,171.55,236.35,141790000,None,None
COMM,Common Stock,CommScope Holding Company Inc,"CommScope Holding Company, Inc. provides infrastructure solutions for communications and entertainment networks. The company is headquartered in Hickory, North Carolina.",1517228,NASDAQ,USD,USA,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,"1100 COMMSCOPE PLACE, SE, HICKORY, NC, US",December,2021-12-31,1269838000,1031800000,None,2.28,0.337,0,0,-2.554,42.17,-0.0539,0.0286,0.0114,-0.403,8586700000,2684300000,-2.554,0,0.043,10.65,-,4.202,0.148,30.36,1.348,14.24,1.651,22.18,6.11,7.9,11.59,206814000,None,None
COMP,Common Stock,Compass Inc,"Urban Compass, Inc., which is Compass, is a real estate brokerage company. The company is headquartered in New York, New York.",1563190,NYSE,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,"155 AVENUE OF THE AMERICAS, SIXTH FLOOR, NEW YORK, NY, US",December,2021-12-31,2343857000,None,None,None,2.062,0,0,-1.514,19.68,-0.077,-0.0466,-0.118,-0.672,6421000000,6073100000,-1.514,0,0.31,12.07,-,-,0.365,2.955,0.382,-,None,19.39,5.39,7.05,10.61,409261000,None,None
CORZ,Common Stock,Core Scientific Inc,"Core Scientific, Inc. provides blockchain and artificial intelligence (AI) infrastructure services in the United States. The company is headquartered in Austin, Texas.",1839341,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"321 NORTH CLARK STREET, SUITE 2440, CHICAGO, IL, US",December,2021-12-31,1935407000,47016000,None,None,7545.42,0,0,-139.34,2394.08,-0.0582,0.118,0,0,266375000,9392000,-139.34,0,10.84,17.69,-,-,7.27,7.06,6.46,24.99,None,14.98,5.82,8.02,10.02,316243000,None,None
CORZW,Common Stock,Core Scientific Inc,"Core Scientific, Inc. provides blockchain and artificial intelligence (AI) infrastructure services in the United States. The company is headquartered in Austin, Texas.",1839341,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"321 NORTH CLARK STREET, SUITE 2440, CHICAGO, IL, US",December,2021-12-31,None,47016000,None,None,7545.42,0,0,-139.34,2394.08,-0.0582,0.118,0,0,266375000,0,-139.34,0,10.84,None,-,-,-,-,-,-,None,3.47,1.22,0,0,0,None,None
COUP,Common Stock,Coupa Software Incorporated,"Coupa Software Incorporated provides a cloud-based business expense management platform. The company is headquartered in San Mateo, California.",1385867,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1855 S. GRANT STREET, SAN MATEO, CA, US",January,2022-01-31,6528574000,-45959000,None,14.97,11.9,0,0,-5.13,9.83,-0.523,-0.336,-0.0484,-0.379,725289000,412053000,-5.13,0,0.182,105.71,-,476.19,9.0,7.56,10.6,-,1.396,283.38,64.79,104.3,176.73,75518000,None,None
CPSI,Common Stock,Computer Programs and Systems Inc,"Computer Programs and Systems, Inc. provides information technology solutions and services for healthcare in the United States and the Caribbean nation of St. Maarten. The company is headquartered in Mobile, Alabama.",1169445,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,"6600 WALL STREET, MOBILE, AL, US",December,2021-12-31,482283000,44049000,25.89,0.88,15.53,0,0,1.26,19.64,0.0657,0.1,0.0495,0.0872,280629000,140882000,1.26,0.755,0.107,37.88,25.89,10.7,1.719,2.212,2.093,13.63,0.673,37.62,26.11,32.97,32.51,14784900,2020-08-31,2020-08-14
CPTN,Common Stock,Cepton Inc,None,1498233,NASDAQ,USD,USA,MANUFACTURING,MOTOR VEHICLE PARTS & ACCESSORIES,"399 WEST TRIMBLE ROAD, 300 PARK AVENUE, 16TH FLOOR, SAN JOSE, CA, UNITED STATES",December,2021-12-31,472927000,None,None,None,None,0,0,-1.359,0.164,0,-8.52,-0.726,-1.343,4502000,-3176000,-1.359,0,1.215,15,-,-,105.05,3.021,114.93,-,None,42,2.78,6.88,9.12,154048000,None,None
CPTNW,Common Stock,Cepton Inc,None,1498233,NASDAQ,USD,USA,MANUFACTURING,MOTOR VEHICLE PARTS & ACCESSORIES,"399 WEST TRIMBLE ROAD, 300 PARK AVENUE, 16TH FLOOR, SAN JOSE, CA, UNITED STATES",December,2021-12-31,None,None,None,None,None,0,0,-0.904,0.106,0,-8.83,0,0,3801000,0,-0.904,0,2.055,None,-,-,-,-,-,-,None,1.28,0.31,0,0,0,None,None
CREX,Common Stock,Creative Realities Inc,"Creative Realities, Inc. provides digital marketing technology solutions to retail companies, individual retail brands, businesses, and other organizations in the United States and Canada. ",1356093,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,"55 BROADWAY, 9TH FLOOR, NEW YORK, NY, US",December,2021-12-31,11891600,1819000,34.72,0,0.727,0,0,0.02,1.568,0.0126,-0.14,-0.0743,0.0355,18437000,8357000,0.02,0,0.083,5,34.72,15.15,0.645,1.325,0.879,6.69,3.545,3.59,0.66,0.894,1.366,17125000,2018-10-31,None
CRGE,Common Stock,Charge Enterprises Inc,"Charge Enterprises Inc. is engaged in building the electrification and telecommunications infrastructure for electric vehicle charging (EVC) and wireless network infrastructure, including 5G, tower, distributed antenna systems, small cells, and electrical infrastructure. The company is headquartered in New York, New York.",1277250,NASDAQ,USD,USA,TECHNOLOGY,TELEGRAPH & OTHER MESSAGE COMMUNICATIONS,"125 PARK AVENUE, 25TH FLOOR, NEW YORK, NY, UNITED STATES",October,2022-01-31,1324388000,-22987372,None,None,0.084,0,0,-0.378,3.051,-0.108,-0.0788,-0.193,-2.405,477018000,11514600,-0.378,0,0.408,None,-,-,2.776,76.56,2.502,-,4.447,8.46,2.23,5.08,3.738,189469000,2020-10-06,None
CRM,Common Stock,salesforce.com inc,"Salesforce.com, Inc. is an American cloud-based software company headquartered in San Francisco, California. It provides customer relationship management (CRM) service and also provides a complementary suite of enterprise applications focused on customer service, marketing automation, analytics, and application development.",1108524,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"THE LANDMARK, ONE MARKET STREET STE.300, SAN FRANCISCO, CA, US",January,2022-01-31,172933186000,3064000000,118.03,1.831,58.78,0,0,1.48,27.74,0.0545,0.0227,0.0047,0.029,26492000000,19466000000,1.48,-0.591,0.259,290.76,118.03,36.63,6.53,2.92,6.54,45.02,1.092,311.75,167.55,201.03,245.29,990000000,None,None
CRNC,Common Stock,Cerence Inc,"Cerence Inc. provides assistants and innovations with artificial intelligence technology for connected and autonomous vehicles. Offers state-of-the-art software components; components connected to the cloud; tool kits; Applications; and virtual assistant for coexistence and professional services. The company is headquartered in Burlington, Massachusetts.",1768267,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"15 WAYSIDE ROAD, BURLINGTON, MA, US",September,2021-12-31,1114290000,101356000,25.47,None,26.8,0,0,1.117,10.16,0.113,0.195,0.0278,0.0431,387965000,293624000,1.117,-0.101,0.008,53.83,25.47,16.34,2.872,1.137,3.447,13.51,2.83,127.8,27.7,34.37,76.72,39166600,None,None
