Symbol,Name,CIK,Sector,Industry,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,Dividend,EPS,EPSEorL,RevenuePerShareTTM,ProfitMargin,ProfitMarginPorN,OperatingMarginTTM,OperatingMarginTTMPorN,ReturnOnAssetsTTM,ReturnOnAssetsTTMPorN,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyEarningsGrowthYOYPorN,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding
SAP,SAP SE,1000184,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2022/3/31,1.17E+11,6469000000,20.67,1.995,32.94,1.95,0.0256,YES,4.815,Earn,23.59,0.189,positive,0.192,positive,0.0517,positive,0.15,27842001000,20118000000,4.815,-0.235,negative,0.059,139.61,20.67,18.02,4.217,2.917,4.405,13.43,1.046,151.48,98.9,110.06,132.57,1179580000
SATS,EchoStar Corporation,1415404,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,December,2021/12/31,2007258000,444742000,29.02,13.41,38.81,0,0,NO,0.81,Earn,22.09,0.0367,positive,0.109,positive,0.0207,positive,0.0179,1985720000,1202066000,0.81,0.455,positive,0.019,44,29.02,-,1.011,0.628,1.111,3.086,0.664,30.9,18.63,24.5,25.25,37691900
SCKT,Socket Mobile Inc,944075,TECHNOLOGY,ELECTRONIC COMPUTERS,December,2021/12/31,30474100,3413000,8.77,0,2.79,0,0,NO,0.478,Earn,3.318,0.193,positive,0.116,positive,0.0819,positive,0.286,23199100,12436000,0.478,-0.503,negative,0.313,6.25,8.77,-,1.314,1.48,1.112,7.33,0.815,9.3,3.28,3.928,5.25,7273100
SCPL,SciPlay Corporation,1760717,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021/12/31,321016000,178700000,16.97,None,4.024,0,0,NO,0.77,Earn,25.05,0.0318,positive,0.269,positive,0.163,positive,0.26,606100000,416100000,0.77,-0.532,negative,0.05,15.8,16.97,11.93,0.53,3.306,0.0004,0.0012,0.314,22.29,10.75,12.98,15.84,24561300
SCSC,ScanSource Inc,918965,TRADE & SERVICES,WHOLESALE-COMPUTERS & PERIPHERAL EQUIPMENT & SOFTWARE,June,2021/12/31,859014000,136377000,10.5,1.73,29.95,0,0,NO,3.196,Earn,129.53,0.0249,positive,0.0318,positive,0.039,positive,0.11,3304230000,350716000,3.196,6.59,positive,0.066,46.33,10.5,8.67,0.26,1.127,0.311,7.37,1.553,40.83,24.89,33.37,33.31,25604000
SCWX,SecureWorks Corp,1468666,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,January,2022/1/31,954551000,11124000,None,-2.59,7.69,0,0,NO,-0.48,LOSS,6.46,-0.0743,negative,-0.0979,negative,-0.0322,negative,-0.0605,535214000,318088000,-0.48,0,0,-0.085,13.13,-,86.96,1.784,1.448,1.376,127.06,0.945,26.89,10.05,13.42,17.18,14473500
SDGR,Schrodinger Inc,1490978,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,2021/12/31,1792276000,None,None,None,7.85,0,0,NO,-1.422,LOSS,1.954,-0.728,negative,-0.808,negative,-0.0927,negative,-0.171,137931000,65620000,-1.422,0,0,0.398,64.5,-,-,12.99,3.433,10.26,-,0.983,79.75,23.14,31.21,44.26,61873000
SE,Sea Limited,1703399,TRADE & SERVICES,SERVICES-MISCELLANEOUS BUSINESS SERVICES,December,2021/12/31,46024536000,-939009984,None,0,13.27,0,0,NO,-3.842,LOSS,18.69,-0.206,negative,-0.159,negative,-0.0677,negative,-0.377,9955190000,3895735000,-3.842,0,0,1.057,217.35,-,-,4.623,6.61,4.316,-,1.38,372.7,79.67,113.47,236.07,557738000
SEAC,SeaChange International Inc,1019671,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,January,2022/1/31,50512000,4493000,None,5.09,0.894,0,0,NO,-0.239,LOSS,0.541,-0.432,negative,-0.491,negative,-0.136,negative,-0.261,23866000,9930000,-0.239,0,0,0.44,3,-,-,2.116,1.315,1.483,9.95,1.052,2.17,0.66,1.181,1.135,49040300
SEDG,SolarEdge Technologies Inc,1419612,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021/12/31,14161097000,248024000,83.93,1.92,24.8,0,0,NO,3.061,Earn,37.62,0.0861,positive,0.106,positive,0.0489,positive,0.141,1963865000,629318000,3.061,1.249,positive,0.541,345.58,83.93,38.02,7.16,10.59,7.07,58.82,0.952,389.71,199.33,300.09,288.89,55119000
SEMR,SEMrush Holdings Inc,1831840,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,1424787000,789000,None,None,1.603,0,0,NO,-0.026,LOSS,1.485,-0.0175,negative,-0.012,negative,-0.008,negative,-0.0278,188001000,146067000,-0.026,0,0,0.475,18.7,-,-,7.58,6.32,6.6,1179.77,None,32.48,9.49,11.85,19.26,42935900
SFET,Safe-T Group Ltd,1725332,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,20986100,-8465000,None,None,0.895,0,0,NO,-0.617,LOSS,0.315,-1.745,negative,-1.624,negative,-0.261,negative,-0.56,7803000,2387000,-0.617,0,0,1.368,4,-,-,2.689,0.881,1.402,-,0.609,1.69,0.48,0.838,0.966,30445200
SGFY,Signify Health Inc,1828182,LIFE SCIENCES,SERVICES-HOME HEALTH CARE SERVICES,December,2021/12/31,3412066000,135200000,133.36,None,6.57,0,0,NO,0.11,Earn,4.585,0.0255,positive,0.0834,positive,0.0221,positive,0.0227,773400000,379900000,0.11,-0.959,negative,-0.063,23.89,133.36,28.65,4.412,2.364,2.994,21.74,None,31.91,11.11,15.88,17.84,176106000
SGH,SMART Global Holdings Inc,1616533,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,August,2022/2/28,1152050000,202968000,30.99,0.09,6.54,0,0,NO,0.747,Earn,34.6,0.0234,positive,0.0872,positive,0.0868,positive,0.135,1679389000,315470000,0.747,8.13,positive,0.611,43.33,30.99,6.86,0.686,3.237,0.702,8.11,1.136,37.25,20.3,25.59,26.59,49764600
SGLB,Sigma Labs Inc,788611,MANUFACTURING,MISCELLANEOUS MANUFACTURING INDUSTRIES,December,2022/3/31,15748200,-5080438,None,0,1.225,0,0,NO,-0.762,LOSS,0.168,0,0,-4.57,negative,-0.483,negative,-0.819,1651800,1091800,-0.762,0,0,1.06,3,-,-,9.53,1.518,4.892,-,1.188,4.7,1.2,2.018,2.583,10498800
SGMA,SigmaTron International Inc,915358,MANUFACTURING,PRINTED CIRCUIT BOARDS,April,2022/1/31,38599000,21229200,2.739,0,17,0,0,NO,2.34,Earn,80.94,0.0303,positive,0.0429,positive,0.0424,positive,0.148,355682000,24952200,2.34,3.686,positive,0.31,None,2.739,-,0.108,0.433,0.297,4.478,1.146,17.3,4.58,7.66,8.19,6021700
SHCR,Sharecare Inc,1816233,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,2021/12/31,945758000,18240000,None,None,1.617,0,0,NO,-3.566,LOSS,11.01,-0.324,negative,-0.112,negative,-0.0509,negative,-0.408,382099000,167894000,-3.566,0,0,0.316,7.25,-,68.03,2.475,1.686,1.644,-,None,10.77,2.165,2.872,5.41,348988000
SHLS,Shoals Technologies Group Inc,1831651,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021/12/31,1154166000,48634000,428.33,0.477,0.023,0,0,NO,0.024,Earn,2.148,0.011,positive,0.181,positive,0.0776,positive,0.126,213212000,82645000,0.024,-0.458,negative,0.24,27,428.33,29.67,5.41,456.92,6.61,49.2,None,37.61,9.58,15.49,24.21,112273000
SILC,Silicom Ltd,916793,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT,December,2021/12/31,246709000,15494000,24.3,1.41,23.62,0,0,NO,1.513,Earn,18.82,0.0821,positive,0.102,positive,0.0393,positive,0.0673,128460000,44388000,1.513,3.029,positive,0.071,65,24.3,-,1.921,1.557,1.7,14.09,0.772,52.75,35.26,39.02,42.93,6709500
SIMO,Silicon Motion Technology Corporation,1329394,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021/12/31,2780395000,263029000,14.12,-4.43,19.13,1.55,0.0248,YES,5.72,Earn,26.46,0.217,positive,0.267,positive,0.179,positive,0.329,922100000,464555000,5.72,48.3,positive,0.837,107.9,14.12,9.78,3.015,4.094,2.551,8.94,1.195,96.29,57.81,72.6,75.11,34436400
SITM,SiTime Corporation,1451809,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021/12/31,3462866000,38369000,107.56,3.083,30.37,0,0,NO,1.53,Earn,11.51,0.147,positive,0.139,positive,0.0467,positive,0.087,218808000,139462000,1.53,7.61,positive,0.881,305,107.56,46.3,15.83,5.54,13.48,73.23,1.161,341.77,75.81,204.04,220.56,21041900
SKLZ,Skillz Inc,1801661,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021/12/31,896413000,None,None,None,1.525,0,0,NO,-0.693,LOSS,0.999,-0.472,negative,-0.697,negative,-0.256,negative,-0.533,384089000,359378000,-0.693,30.54,positive,0.607,4.64,-,-,2.334,1.464,1.691,-,1.81,24.88,1.99,2.849,7.91,340720000
SKYT,SkyWater Technology Inc,1819974,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021/12/31,247010000,11949000,None,None,1.534,0,0,NO,-1.76,LOSS,5.61,-0.311,negative,-0.365,negative,-0.141,negative,-1.625,162848000,-7472000,-1.76,0,0,-0.031,14.2,-,222.22,1.517,4.087,1.827,128.94,None,36.8,6.01,9.6,18.56,39904700
SLAB,Silicon Laboratories Inc,1038074,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2022/3/31,5059977000,29718000,2.682,3.034,57.49,0,0,NO,49.44,Earn,16.83,2.937,positive,-0.0456,negative,-0.0083,negative,-0.0339,720860000,425392000,49.44,670.93,positive,0.431,194.78,2.682,49.02,7.02,2.194,4.531,92.23,1.239,211.98,120.15,144.21,162.72,38159700
SLF,Sun Life Financial Inc,1097362,FINANCE,LIFE INSURANCE,December,2021/12/31,29375128000,5457000000,9.49,2.65,43.98,2.31,0.042,YES,5.25,Earn,60.9,0.113,positive,0.143,positive,0.0095,positive,0.15,35688002000,14481000000,5.25,0.445,positive,0.116,60.9,9.49,10.48,0.823,1.592,0.866,-,0.986,57.91,47.52,53.94,54.05,586069000
SLP,Simulations Plus Inc,1023459,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,August,2022/2/28,935970000,14192000,92.64,9.77,8.35,0.24,0.005,YES,0.5,Earn,2.397,0.214,positive,0.249,positive,0.0427,positive,0.0633,48182000,35866000,0.5,0.25,positive,0.16,60,92.64,80,19.43,5.62,16.98,47.78,0.251,64.19,35.14,44.91,45.39,20206600
SMAR,Smartsheet Inc,1366561,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,January,2022/1/31,6293215000,-60494000,None,None,3.949,0,0,NO,-1.362,LOSS,4.384,-0.311,negative,-0.29,negative,-0.104,negative,-0.332,550832000,434359000,-1.362,0,0,0.432,65.14,-,-,11.42,12.5,10.78,-,1.565,85.65,41.65,52.45,65.34,128643000
SMCI,Super Micro Computer Inc,1375365,TECHNOLOGY,ELECTRONIC COMPUTERS,June,2021/12/31,2159638000,165752000,17.64,0.76,23.04,0,0,NO,2.361,Earn,82.2,0.03,positive,0.0327,positive,0.0373,positive,0.111,4170015000,534538000,2.361,0.5,positive,0.412,58.25,17.64,-,0.518,1.851,0.549,13.81,1.356,47.99,32.88,40.15,39.52,51865000
SMFR,Sema4 Holdings Corp,1818331,LIFE SCIENCES,SERVICES-HEALTH SERVICES,December,2021/12/31,548710000,None,None,None,1.599,0,0,NO,-2.271,LOSS,1.963,-1.156,negative,-2.103,negative,-0.692,negative,-1.25,212195000,-16602000,-2.271,0,0,-0.096,7.83,-,-,2.586,1.363,0.761,-,None,15.21,2.11,2.923,6.25,244960000
SMRT,SmartRent Inc,1837014,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,December,2021/12/31,974231000,None,None,None,2.319,0,0,NO,-0.963,LOSS,1.481,-0.65,negative,-0.645,negative,-0.131,negative,-0.298,110637000,-10088000,-0.963,0,0,1.549,8.04,-,-,8.81,2.055,9.05,-,None,15.14,4.51,5.96,9.4,194070000
SMSI,Smith Micro Software Inc,948708,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,163524000,3773000,None,0,1.853,0,0,NO,-0.61,LOSS,1.14,-0.531,negative,-0.284,negative,-0.11,negative,-0.39,58422000,45724000,-0.61,-0.84,negative,0.182,7.33,-,66.23,2.799,1.718,2.782,53.09,0.774,6.52,2.84,3.647,4.704,54327000
SMTC,Semtech Corporation,88941,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,January,2022/1/31,3935486000,175896000,31.97,1.794,11.51,0,0,NO,1.92,Earn,11.46,0.17,positive,0.196,positive,0.0819,positive,0.175,740858000,466081000,1.92,1.253,positive,0.157,90.2,31.97,17.92,5.31,5.2,5.04,20.79,1.533,94.92,57.97,65.84,74.38,64106000
SNAP,Snap Inc,1564408,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",December,2022/3/31,47142380000,-1018182976,None,3.484,2.341,0,0,NO,-0.313,LOSS,2.641,-0.118,negative,-0.171,negative,-0.0699,negative,-0.16,4117048000,2366802000,-0.313,0,0,0.424,48.28,-,70.92,11.45,13.64,10.84,-,1.09,83.34,24.32,34.79,52.71,1382050000
SNCE,Science 37 Holdings Inc,1819113,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,2021/12/31,465441000,None,None,None,1.057,0,0,NO,-2.887,LOSS,1.824,-1.583,negative,-1.058,negative,-0.248,negative,-1.19,59597000,20603000,-2.887,0,0,0.825,11.33,-,-,7.81,4.17,4.947,-,None,15.1,3.56,5.67,9.18,115494000
SNCR,Synchronoss Technologies Inc,1131554,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,December,2021/12/31,115608000,6825000,None,1.17,1.059,0,0,NO,-0.903,LOSS,4.335,-0.0818,negative,-0.0446,negative,-0.0168,negative,-0.0985,280615000,171565000,-0.903,0,0,0.064,5.21,-,4.892,0.412,1.331,1.207,29.44,1.065,3.99,1.15,1.609,2.279,88251000
SNOW,Snowflake Inc.,1640147,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,January,2022/1/31,55039271000,None,None,6.59,16.16,0,0,NO,-2.264,LOSS,4.061,-0.558,negative,-0.586,negative,-0.0711,negative,-0.136,1219327000,760894000,-2.264,0,0,1.015,315.03,-,1250,45.14,10.83,41.85,-,None,405,164.29,221.37,290.76,314600000
SNPS,Synopsys Inc,883241,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,October,2022/1/31,46214463000,1141700000,52.32,2.172,35.15,0,0,NO,5.77,Earn,29.46,0.202,positive,0.217,positive,0.0723,positive,0.177,4504127000,3390877000,5.77,0.932,positive,0.309,397.29,52.32,36.1,10.26,8.1,9.53,36.59,1.168,377.6,225.02,308.09,318.51,153099000
SNX,TD SYNNEX,1177394,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,November,2022/2/28,9803560000,1200982000,17.28,0.714,84.02,1,0.0123,YES,5.9,Earn,574.59,0.0104,positive,0.0216,positive,0.0312,positive,0.0866,42145133000,1889534000,5.9,-0.187,negative,2.132,147.75,17.28,8.57,0.233,1.171,0.331,14.02,1.593,129.91,95.8,104.31,110.34,96104000
SOFO,Sonic Foundry Inc. Common Stock,1029744,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,September,2021/12/31,24408900,2119000,6.28,0,0.535,0,0,NO,0.36,Earn,4.273,0.0875,positive,0.023,positive,0.0216,positive,1.209,35167000,24873000,0.36,30,positive,-0.209,10.4,6.28,-,0.694,5.22,0.673,10.6,-0.0951,4.9,2.16,2.983,3.525,10800400
SOPA,Society Pass Incorporated Common Stock,1817511,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021/12/31,46855700,None,None,None,None,0,0,NO,-2.239,LOSS,0.015,0,0,-142.86,negative,-1.009,negative,-2.082,112010,-36211,-2.239,0,0,6.18,9,-,-,418.3,1.597,56.1,-,None,54.56,1.955,2.701,8.56,23545600
SPCB,SuperCom Ltd,1291855,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021/9/30,13369600,-132250,None,0,0.34,0,0,NO,-0.348,LOSS,0.482,-0.721,negative,-0.377,negative,-0.0636,negative,-1.222,11720000,5581000,-0.348,2.104,positive,0.25,2,-,35.21,1.141,2.936,3.338,-,0.305,1.57,0.4,0.549,0.787,31369400
SPGI,S&P Global Inc,64040,TRADE & SERVICES,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",December,2021/12/31,1.33E+11,4710000000,30.73,2.857,8.43,3.08,0.0089,YES,12.51,Earn,34.46,0.364,positive,0.546,positive,0.205,positive,0.734,8297000000,6102000000,12.51,0.487,positive,0.118,479.87,30.73,28.33,16.08,64.84,15.66,29.13,1.053,483.28,361.43,395.53,430.49,347027000
SPI,SPI Energy Co. Ltd,1210618,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2022/3/31,54336000,3660000,None,0,1.979,0,0,NO,-1.001,LOSS,6.72,-0.149,negative,-0.0746,negative,-0.0361,negative,-0.923,161704000,16855000,-1.001,0,0,0.409,0.15,-,-,0.336,2.481,0.804,64.46,0.829,8.59,1.92,2.949,4.256,26376800
SPLK,Splunk Inc,1353283,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,January,2022/1/31,19730745000,-202328000,None,10.48,1.392,0,0,NO,-8.29,LOSS,16.54,-0.501,negative,-0.408,negative,-0.117,negative,-1.474,2673664000,1939695000,-8.29,0,0,0.209,159.24,-,344.83,7.38,89.15,8.04,-,1.26,176.66,105.45,129.26,135.71,160700000
SPNS,Sapiens International Corporation N.V,885740,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,1313300000,78478000,28.06,5.92,7.38,0.37,0.015,YES,0.85,Earn,8.41,0.102,positive,0.125,positive,0.0503,positive,0.119,461035000,187844000,0.85,0.643,positive,0.173,34.5,28.06,29.59,2.849,3.301,2.776,14.26,1.396,38.32,23.32,25.96,30.01,55065000
SPOK,Spok Holdings Inc,1289945,TECHNOLOGY,RADIOTELEPHONE COMMUNICATIONS,December,2021/12/31,147674000,2834000,None,0,8.76,0.5,0.167,YES,-1.143,LOSS,7.33,-0.156,negative,-0.0848,negative,-0.0287,negative,-0.118,142153000,92897000,-1.143,0,0,-0.078,7,-,-,1.039,0.896,0.797,31.38,0.247,11.1,6.81,8.35,9.18,19742500
SPSC,SPS Commerce Inc,1092699,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,4269338000,79999000,97.64,4.709,13.45,0,0,NO,1.21,Earn,10.72,0.116,positive,0.143,positive,0.0603,positive,0.0986,385276000,253598000,1.21,-0.055,negative,0.233,174.86,97.64,67.11,11.08,9.21,10.97,52.81,0.806,174.42,91.05,126.65,133.41,36134900
SPT,Sprout Social Inc,1517375,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,3301447000,None,None,None,2.681,0,0,NO,-0.534,LOSS,3.494,-0.153,negative,-0.149,negative,-0.0696,negative,-0.193,187859000,141071000,-0.534,0,0,0.426,89.3,-,-,17.57,23.35,17.23,-,1.284,145.42,48.79,69.22,95.08,46302100
SPWR,SunPower Corporation,867773,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021/12/31,2981459000,12272000,None,0.02,2.244,0,0,NO,-0.22,LOSS,7.67,-0.0282,negative,-0.0122,negative,-0.0063,negative,-0.0955,1323493000,221607000,-0.22,-0.947,negative,0.125,20.46,-,66.23,2.253,8.02,2.424,413.32,1.752,34.61,14,19.55,22.55,173846000
SQ,Block Inc.,1512673,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,57965195000,333595000,302.82,2.74,7.04,0,0,NO,0.33,Earn,38.52,0.0094,positive,0.0132,positive,0.0122,positive,0.053,17661202000,4419823000,0.33,-0.998,negative,0.291,174.93,302.82,90.91,3.282,18.2,3.223,174.97,2.307,289.23,82.72,118.54,190.21,518361000
SQNS,Sequans Communications S.A,1383395,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021/12/31,111939000,-23891000,None,-19.89,-0.137,0,0,NO,-0.56,LOSS,1.387,-0.398,negative,-0.384,negative,-0.138,negative,0,50879000,27189000,-0.56,0,0,-0.125,9.25,-,-,2.2,-,3.326,115.42,0.807,6.84,2.28,3.143,4.434,46641200
SQSP,Squarespace Inc,1496963,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,2823343000,43098000,None,None,None,0,0,NO,-2.599,LOSS,8.15,-0.318,negative,0.0216,positive,0.0176,positive,0,784038000,657407000,-2.599,-0.695,negative,0.204,33.27,-,-,3.601,-,4.096,107.07,None,64.71,18.57,25.88,35.83,91563000
SRAX,SRAX Inc,1538217,TRADE & SERVICES,SERVICES-ADVERTISING AGENCIES,December,2021/9/30,98260000,-15318457,None,-2.05,0.893,0,0,NO,-0.973,LOSS,1.234,-0.789,negative,-0.235,negative,-0.0798,negative,-0.871,25954000,6058000,-0.973,-0.948,negative,2.186,11.33,-,14.93,3.786,4.578,3.123,42.93,1.869,7.29,3.53,4.496,4.869,25994700
SREV,ServiceSource International Inc,1310114,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021/12/31,113930000,3079000,None,2.4,0.676,0,0,NO,-0.15,LOSS,1.996,-0.0752,negative,-0.0592,negative,-0.0508,negative,-0.207,195704000,55702000,-0.15,0,0,0.093,2,-,-,0.582,1.655,0.618,11.98,1.691,1.63,0.93,1.234,1.252,99938000
SSNC,SS&C Technologies Holdings Inc,1402436,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,17320724000,1871800000,22.72,2.045,24.08,0.68,0.012,YES,2.99,Earn,19.76,0.158,positive,0.25,positive,0.0475,positive,0.134,5051000000,2421800000,2.99,0.273,positive,0.075,90.92,22.72,13.05,3.429,2.841,4.587,12.13,1.554,84.63,66.7,74.32,76.1,254979000
SSNT,SilverSun Technologies Inc,1236275,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021/12/31,13356600,646320,None,0,1.822,0,0,NO,-0.03,LOSS,8.3,-0.0032,negative,-0.0055,negative,-0.0085,negative,-0.0162,41701400,17208100,-0.03,2.457,positive,-0.073,5,-,-,0.32,1.575,0.245,6.88,1.316,14.2,2.58,3.284,5.25,5136200
SSTI,ShotSpotter Inc,1351636,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,345671000,2983000,None,1.877,2.889,0,0,NO,-0.38,LOSS,4.993,-0.0762,negative,-0.0661,negative,-0.0347,negative,-0.13,58155000,32544000,-0.38,5.15,positive,0.105,47.75,-,46.95,5.94,10.45,5.85,123.32,1.311,51.5,22.63,27.57,33.7,12141600
SSYS,Stratasys Ltd,1517396,TECHNOLOGY,"COMPUTER PERIPHERAL EQUIPMENT, NEC",December,2021/12/31,1282498000,23060000,None,1.6,14.56,0,0,NO,-0.98,LOSS,9.57,-0.102,negative,-0.122,negative,-0.0409,negative,-0.0723,607219000,265040000,-0.98,0,0,0.173,33.83,-,-,2.112,1.375,1.362,2.901,1.247,42.83,17.82,23.6,24.38,65735000
STAF,Staffing 360 Solutions Inc,1499717,TRADE & SERVICES,RETAIL-EATING PLACES,December,2021/9/30,10851500,395000,1.238,0,1.711,0,0,NO,0.508,Earn,33.85,0.0629,positive,-0.0134,negative,-0.0205,negative,0.387,200816000,34813000,0.508,0,0,-0.023,4,1.238,4.375,0.054,0.552,0.216,1.954,1.479,6.75,0.61,0.751,1.449,17249200
STCN,Steel Connect Inc,914712,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",July,2022/1/31,77990000,18669000,None,None,0.099,0,0,NO,-1.362,LOSS,8.73,-0.152,negative,-0.0493,negative,-0.0244,negative,-1.994,533836000,129613000,-1.362,0,0,-0.227,22.5,-,-,0.146,14.2,0.882,29.07,0.723,2.45,0.92,1.264,1.612,60458000
STEM,Stem Inc,1758766,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,2021/12/31,1160037000,None,None,None,4.616,0,0,NO,-0.959,LOSS,1.207,-0.795,negative,-0.616,negative,-0.0702,negative,-0.346,127371000,5847000,-0.959,0,0,1.831,20.26,-,-,9.11,1.788,4.747,-,None,37.79,7.08,9.79,18.48,153444000
STER,Sterling Check Corp. Common Stock,1645070,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021/12/31,2461297000,85706000,None,None,7.41,0,0,NO,-0.21,LOSS,7.12,-0.0289,negative,0.0057,positive,0.0017,positive,-0.0287,641884000,328729000,-0.21,0,0,0.351,28.14,-,-,3.834,3.441,4.517,34.55,None,28.99,17.27,23.55,23,96295000
STGW,MDC Partners Inc,876883,TRADE & SERVICES,SERVICES-ADVERTISING AGENCIES,December,2021/12/31,3280315000,157137000,None,None,3.135,0,0,NO,-0.041,LOSS,16.25,0.0143,positive,0.0542,positive,0.0196,positive,0.0544,1469363000,562507000,-0.041,0,0,0.955,None,-,-,2.232,2.435,1.583,13.76,0.86,11.04,4.25,7.38,7.63,132001000
STM,STMicroelectronics N.V.,932787,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021/12/31,33449212000,3433000000,17.03,1.133,10.16,0,0.0063,NO,2.16,Earn,14.11,0.157,positive,0.187,positive,0.0995,positive,0.226,12761000000,5320000000,2.16,0.299,positive,0.099,60.13,17.03,11.7,2.621,3.679,2.633,9.81,1.266,52.01,33.97,40.59,44.28,904167000
STNE,StoneCo Ltd,1745431,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021/12/31,2934845000,1682855000,None,None,43.74,0,0,NO,-0.917,LOSS,19.84,-0.222,negative,0.222,positive,0.0231,positive,-0.0964,6129966000,2862640000,-0.917,2.733,positive,2.07,17.06,-,26.53,0.479,1.06,0.607,8.39,2.391,71.08,8.05,11.01,27.09,262890000
STRM,Streamline Health Solutions Inc,1008586,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,January,2021/10/31,66641000,472000,None,-0.44,0.721,0,0,NO,-0.201,LOSS,0.369,-0.538,negative,-0.507,negative,-0.103,negative,-0.327,14307000,5657000,-0.201,12.13,positive,1.088,3,-,-,4.658,2.026,4.741,-,0.768,2.29,1.22,1.479,1.548,47600600
STRN,Stran & Company Inc. Common Stock,1872525,TRADE & SERVICES,SERVICES-ADVERTISING AGENCIES,December,2021/12/31,35434200,8830,177,None,2.107,0,0,NO,0.01,Earn,3.633,0.0059,positive,-0.011,negative,-0.0085,negative,0.0109,39702700,11836100,0.01,0,0,0.359,5.5,177,-,0.892,0.871,0.133,7.4,None,6.99,1.31,1.717,3.202,20019300
